week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Date,Temp_C
18th week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,26.0,0.8,28,4,2013,21.2380912,81.6336993,0.09949604187,6.0,313.068,2013-04-28,39.918000000000006
18th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,12.0,0.4,27,4,2013,23.2232877,72.6492267,0.02473257663,5.0,314.9366666,2013-04-27,41.786666600000046
18th week,Karnataka,Ballari,Acute Diarrhoeal Disease,55.0,1.0,2,5,2013,15.2485413,76.8323648,0.02311997569,4.0,315.932,2013-05-02,42.78200000000004
18th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,56.0,0.4,28,4,2013,14.2266443,76.4005122,0.0941425294,5.0,316.52,2013-04-28,43.370000000000005
18th week,Karnataka,Davangere,Acute Diarrhoeal Disease,17.0,0.4,5,5,2013,14.4679807,75.9195682,0.009360372185,5.0,311.068,2013-05-05,37.918000000000006
18th week,Karnataka,Mandya,Acute Diarrhoeal Disease,52.0,1.2,1,5,2013,12.5238888,76.8961961,0.2012237413,4.8,309.975,2013-05-01,36.825000000000045
18th week,Kerala,Kollam,Acute Diarrhoeal Disease,15.0,0.2,2,5,2013,8.8879509,76.5955013,0.3476455499,7.0,304.73,2013-05-02,31.58000000000004
18th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,43.0,0.8,1,5,2013,23.2495714,87.8681751,0.02006135743,14.2,309.048,2013-05-01,35.898000000000025
18th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,15.0,1.0,5,5,2013,22.06217445,87.83672383,0.2743950832,11.0,306.02,2013-05-05,32.870000000000005
18th week,West Bengal,South 24 Parganas,Cholera,70.0,1.0,30,4,2013,22.5760669,88.42006758,0.06509398581,11.6,304.7733334,2013-04-30,31.623333400000035
18th week,Bihar,Gaya,Acute Diarrhoeal Disease,24.0,1.0,18,4,2013,24.7964355,85.0079563,0.03725978907,4.0,314.5233334,2013-04-18,41.373333400000035
18th week,Karnataka,Tumkur,Chikungunya,15.0,1.2,15,4,2013,13.3400771,77.1006208,0.001975415907,10.2,315.47200000000004,2013-04-15,42.32200000000006
18th week,Karnataka,Tumkur,Chikungunya,10.0,1.2,15,4,2013,13.3400771,77.1006208,0.001975415907,10.2,315.47200000000004,2013-04-15,42.32200000000006
18th week,Odisha,Cuttack,Acute Diarrhoeal Disease,143.0,0.8,6,4,2013,20.4686,85.8792,0.01913998704,10.6,310.73,2013-04-06,37.58000000000004
18th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,19.0,0.4,18,4,2013,21.4706422,83.9836858,0.05533468677,10.0,308.0866666,2013-04-18,34.936666600000024
19th week,Assam,Sivasagar,Acute Diarrhoeal Disease,19.0,1.0,3,5,2013,26.9834936,94.6394226,1.362098214,11.0,304.22,2013-05-03,31.07000000000005
19th week,Chhattisgarh,Durg,Dengue,67.0,1.0,1,5,2013,21.19903535,81.39795456,0.03644856416,11.2,315.5,2013-05-01,42.35000000000002
19th week,Jharkhand,Jamtara,Malaria,10.0,0.6,2,5,2013,23.9232867,86.77353494,0.0006390585241,6.0,315.5766666,2013-05-02,42.42666660000003
19th week,Kerala,Wayanad,Acute Diarrhoeal Disease,13.0,0.8,6,5,2013,11.715219,76.12690295,0.7511014026,13.0,305.192,2013-05-06,32.04200000000003
19th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,165.0,1.0,10,5,2013,22.0333621,74.8978374,2.85e-05,3.0,323.608,2013-05-10,50.45800000000003
19th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,23.0,0.8,5,5,2013,19.09400875,77.48319215,0.003998651033,5.0,321.1766666,2013-05-05,48.0266666
19th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,35.0,1.0,3,5,2013,22.642931,88.8930579,0.05325392179,10.0,304.35,2013-05-03,31.200000000000045
19th week,West Bengal,Purulia,Cholera,60.0,1.0,1,5,2013,23.3291882,86.3672378,0.001065052594,10.4,314.59000000000003,2013-05-01,41.440000000000055
19th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,121.0,1.0,27,4,2013,17.1726928,74.58676543,0.01163447596,6.0,317.98,2013-04-27,44.83000000000004
20th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,22.0,0.8,17,5,2013,15.6589741,79.47164373,0.04070217453,10.2,317.0933334,2013-05-17,43.94333340000003
20th week,Assam,Udalguri,Acute Diarrhoeal Disease,27.0,1.0,16,5,2013,26.77253155,92.10641749,0.5672654388,2.2,295.7666666,2013-05-16,22.61666660000003
20th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,22.0,1.4,14,5,2013,21.7718836,72.1416449,7.59e-05,3.0,321.81,2013-05-14,48.660000000000025
20th week,Karnataka,Chamarajanagar,Acute Diarrhoeal Disease,17.0,0.4,15,5,2013,11.9346006,76.9328209,0.2898699386,8.0,306.495,2013-05-15,33.34500000000003
20th week,Karnataka,Davangere,Acute Diarrhoeal Disease,27.0,1.0,8,5,2013,14.4679807,75.9195682,0.006423007834,10.8,310.54,2013-05-08,37.39000000000004
20th week,Karnataka,Davangere,Cholera,32.0,0.6,14,5,2013,14.4679807,75.9195682,0.05574029656,6.0,311.124,2013-05-14,37.974000000000046
20th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,48.0,1.0,10,5,2013,17.166667,77.083333,0.008916093833,3.0,322.248,2013-05-10,49.09800000000001
20th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,29.0,1.0,16,5,2013,17.166667,77.083333,0.0004706951763,9.2,319.46,2013-05-16,46.31
20th week,Karnataka,Kolar,Dengue,16.0,0.8,12,5,2013,13.1367201,78.1337246,0.03399932411,6.0,309.115,2013-05-12,35.96500000000003
20th week,Karnataka,Kolar,Dengue,21.0,6.8,11,5,2013,13.1367201,78.1337246,0.014830383,6.0,309.0466666,2013-05-11,35.8966666
20th week,Karnataka,Mysore,Dengue,24.0,1.0,10,5,2013,12.3051828,76.6553609,0.2300368075,7.0,307.35,2013-05-10,34.200000000000045
20th week,Karnataka,Shimoga,Acute Diarrhoeal Disease,32.0,0.8,14,5,2013,13.9326093,75.574978,0.07018496021,9.0,308.56,2013-05-14,35.410000000000025
20th week,Karnataka,Shimoga,Acute Diarrhoeal Disease,19.0,0.2,12,5,2013,13.9326093,75.574978,0.05530552913,9.0,308.24,2013-05-12,35.09000000000003
20th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,18.0,0.2,16,5,2013,16.7670964,77.1403984,0.0003869269016,10.6,314.856,2013-05-16,41.70600000000002
20th week,Madhya Pradesh,Seoni,Acute Diarrhoeal Disease,83.0,0.6,16,5,2013,22.2758789,79.72104465,0.0001420775402,8.8,321.596,2013-05-16,48.446000000000026
20th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,32.0,0.6,16,5,2013,20.84288265,75.52612464,0.0001817495535,8.8,321.608,2013-05-16,48.45800000000003
20th week,Sikkim,East Sikkim,Acute Diarrhoeal Disease,42.0,1.2,13,5,2013,27.2799097,88.67466492,0.3717602677,14.0,286.9133334,2013-05-13,13.763333400000022
20th week,West Bengal,Bankura,Acute Diarrhoeal Disease,37.0,0.8,14,5,2013,23.13195425,87.2073972,0.3590028731,9.0,307.344,2013-05-14,34.19400000000002
20th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,39.0,1.0,15,5,2013,22.9052114,88.3760639,0.05630491233,11.0,303.075,2013-05-15,29.92500000000001
20th week,West Bengal,Malda,Acute Diarrhoeal Disease,24.0,3.0,15,5,2013,25.0057449,88.1398483,0.1900903172,6.0,306.428,2013-05-15,33.27800000000002
20th week,Bihar,Munger,Malaria,53.0,0.2,29,4,2013,25.22081165,86.51720367,0.04115492534,8.0,305.644,2013-04-29,32.49400000000003
20th week,Karnataka,Chamarajanagar,Acute Diarrhoeal Disease,17.0,0.8,3,5,2013,11.9346006,76.9328209,0.07296481553,6.0,308.665,2013-05-03,35.51500000000004
20th week,Karnataka,Tumkur,Chikungunya,25.0,0.8,27,4,2013,13.3400771,77.1006208,0.102663533,6.0,315.59000000000003,2013-04-27,42.440000000000055
20th week,Maharashtra,Ahmednagar,Dengue,13.0,0.8,23,4,2013,19.1627725,74.8580243,0.0005994831715,9.8,320.8,2013-04-23,47.650000000000034
20th week,Maharashtra,Gadchiroli,Malaria,42.0,0.4,4,4,2013,19.75907035,80.16228073,0.009566447066,7.0,313.96,2013-04-04,40.81
20th week,West Bengal,Bankura,Cholera,70.0,0.2,7,5,2013,23.13195425,87.2073972,0.3584283449,8.0,309.3833334,2013-05-07,36.23333340000005
21st week,Telangana,Nizamabad,Acute Diarrhoeal Disease,97.0,0.8,23,5,2013,18.75,78.25,0.002620412488,4.0,316.3433334,2013-05-23,43.19333340000003
21st week,Chhattisgarh,Korba,Malaria,79.0,0.6,17,5,2013,22.3547468,82.7110855,0.005121333871,10.6,314.0833334,2013-05-17,40.93333340000004
21st week,Goa,North Goa,Acute Diarrhoeal Disease,74.0,0.6,19,5,2013,15.60444125,74.00172406,0.02997392787,17.0,309.48,2013-05-19,36.33000000000004
21st week,Karnataka,Bangalore Urban,Acute Diarrhoeal Disease,25.0,1.6,21,5,2013,12.94514225,77.553645,0.7138440645,6.0,307.865,2013-05-21,34.71500000000003
21st week,Karnataka,Kolar,Dengue,14.0,1.0,20,5,2013,13.1367201,78.1337246,0.1838561557,7.0,314.06,2013-05-20,40.910000000000025
21st week,Karnataka,Kolar,Acute Diarrhoeal Disease,14.0,1.0,23,5,2013,13.1367201,78.1337246,0.5523884308,7.0,309.4133334,2013-05-23,36.26333340000002
21st week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,23.0,1.0,22,5,2013,20.84288265,75.52612464,0.001045838019,3.0,321.27,2013-05-22,48.120000000000005
21st week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,33.0,1.0,18,5,2013,26.02269675,83.02887343,0.02195376676,4.0,311.96,2013-05-18,38.81
21st week,Gujarat,Gandhinagar,Cholera,87.0,2.0,14,5,2013,23.2232877,72.6492267,6.44e-05,5.0,317.24,2013-05-14,44.09000000000003
21st week,Karnataka,Davangere,Acute Diarrhoeal Disease,23.0,1.2,1,5,2013,14.4679807,75.9195682,0.2134417017,4.4,312.16,2013-05-01,39.01000000000005
21st week,Karnataka,Mysore,Dengue,46.0,0.6,13,5,2013,12.3051828,76.6553609,0.1319089554,7.0,307.952,2013-05-13,34.80200000000002
21st week,Kerala,Alappuzha,Acute Diarrhoeal Disease,10.0,1.0,10,5,2013,9.5006651,76.41241429,0.4616282498,10.0,301.16,2013-05-10,28.010000000000048
21st week,Kerala,Idukki,Dengue,15.0,0.2,6,4,2013,9.8497872,76.9797914,0.1608826753,6.0,302.49333340000004,2013-04-06,29.343333400000063
21st week,Kerala,Palakkad,Dengue,64.0,1.0,23,3,2013,10.78789845,76.47408711,0.3955894326,21.0,307.5466666,2013-03-23,34.3966666
21st week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,115.0,1.0,10,5,2013,21.51450155,74.54070115,2.85e-05,3.0,322.896,2013-05-10,49.74600000000004
21st week,Maharashtra,Sangli,Acute Diarrhoeal Disease,95.0,1.0,19,4,2013,17.1726928,74.58676543,0.002632427695,5.0,319.584,2013-04-19,46.434000000000026
21st week,Maharashtra,Sangli,Cholera,88.0,0.8,5,5,2013,17.1726928,74.58676543,0.03108132,6.0,316.796,2013-05-05,43.646000000000015
21st week,Maharashtra,Sangli,Dengue,14.0,0.6,17,4,2013,17.1726928,74.58676543,0.003007406395,5.0,318.94,2013-04-17,45.79000000000002
22nd week,Assam,Darrang,Acute Diarrhoeal Disease,46.0,2.6,24,5,2013,26.75,92.5,0.8263569684,6.4,302.40000000000003,2013-05-24,29.250000000000057
22nd week,Assam,Goalpara,Acute Diarrhoeal Disease,44.0,1.0,28,5,2013,26.1783623,90.6226683,0.40106515,12.0,300.6166666,2013-05-28,27.466666599999996
22nd week,Assam,Udalguri,Acute Diarrhoeal Disease,13.0,1.0,24,5,2013,26.77253155,92.10641749,0.7265435833,5.8,298.40000000000003,2013-05-24,25.250000000000057
22nd week,Bihar,Madhubani,Acute Diarrhoeal Disease,17.0,1.0,24,5,2013,26.350072,86.22914689,0.2585846614,4.6,302.78000000000003,2013-05-24,29.630000000000052
22nd week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,141.0,0.8,29,5,2013,24.172056,72.431134,0.008265910713,7.0,312.5766666,2013-05-29,39.42666660000003
22nd week,Gujarat,Tapi,Acute Diarrhoeal Disease,32.0,0.6,31,5,2013,21.1060413,72.7008247,0.01385899395,4.0,308.2,2013-05-31,35.05000000000001
22nd week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,194.0,1.8,30,5,2013,33.718807,74.8333311,0.956087794,14.0,295.1266666,2013-05-30,21.976666600000044
22nd week,Karnataka,Hassan,Acute Diarrhoeal Disease,126.0,1.0,30,5,2013,13.0070817,76.0992703,0.5441373499,5.0,305.2466666,2013-05-30,32.09666660000005
22nd week,Karnataka,Mysore,Dengue,23.0,2.6,1,6,2013,12.3051828,76.6553609,0.7761275522,8.4,306.48,2013-06-01,33.33000000000004
22nd week,Karnataka,Shimoga,Dengue,22.0,1.2,22,5,2013,13.9326093,75.574978,0.1449980029,10.0,305.56,2013-05-22,32.410000000000025
22nd week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,29.0,0.6,29,5,2013,24.85577805,79.04706347,5.57e-05,3.0,318.12333340000004,2013-05-29,44.97333340000006
22nd week,Rajasthan,Rajsamand,Acute Diarrhoeal Disease,76.0,1.0,25,5,2013,25.29131615,73.82449247,3.73e-05,14.4,322.2833334,2013-05-25,49.133333400000026
22nd week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,11.0,0.6,30,5,2013,29.29478295,79.41548094,0.005238654671,22.0,305.1333334,2013-05-30,31.98333340000005
22nd week,West Bengal,Malda,Acute Diarrhoeal Disease,31.0,1.0,28,5,2013,25.0057449,88.1398483,0.6385460286,6.0,308.73,2013-05-28,35.58000000000004
22nd week,West Bengal,North 24 Parganas,Cholera,144.0,0.2,25,5,2013,22.642931,88.8930579,0.9277109325,5.8,296.36,2013-05-25,23.210000000000036
22nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,22.0,0.4,28,5,2013,23.3291882,86.3672378,0.08224998322,6.0,307.69,2013-05-28,34.54000000000002
22nd week,Maharashtra,Chandrapur,Dengue,110.0,0.8,7,4,2013,20.0967555,79.50454752,0.04769793704,11.8,314.0933334,2013-04-07,40.94333340000003
22nd week,Maharashtra,Kolhapur,Dengue,11.0,0.4,19,5,2013,16.7028412,74.2405329,0.01053841209,6.0,312.255,2013-05-19,39.10500000000002
22nd week,Maharashtra,Raigad,Malaria,30.0,0.6,14,5,2013,18.4928092,73.13807095,0.005519854204,8.0,312.7033334,2013-05-14,39.55333340000004
22nd week,Maharashtra,Sindhudurg,Cholera,74.0,0.6,21,5,2013,16.1357193,73.6522086,0.01983272204,13.0,308.40000000000003,2013-05-21,35.25000000000006
22nd week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,70.0,1.0,21,5,2013,25.48877345,74.69961284,2.45e-05,3.0,322.48,2013-05-21,49.33000000000004
23rd week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,59.0,1.2,4,6,2013,14.6546235,77.55625984,0.1960967701,2.0,300.6096,2013-06-04,27.459600000000023
23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,85.0,1.2,6,6,2013,18.75,78.25,0.2220955537,4.0,311.66,2013-06-06,38.51000000000005
23rd week,Telangana,Nizamabad,Acute Diarrhoeal Disease,17.0,0.6,8,6,2013,18.75,78.25,0.4923919513,4.0,311.66,2013-06-08,38.51000000000005
23rd week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,15.0,0.6,4,6,2013,17.7222517,83.32670984,0.03342050246,9.0,309.4066666,2013-06-04,36.25666660000002
23rd week,Bihar,Banka,Acute Diarrhoeal Disease,37.0,0.8,3,6,2013,24.8655681,86.87278642,1.379389116,7.0,306.60386668,2013-06-03,33.45386668000003
23rd week,Gujarat,Ahmedabad,Cholera,51.0,1.0,3,6,2013,23.0216238,72.5797068,0.005221476132,4.0,315.87333340000004,2013-06-03,42.72333340000006
23rd week,Gujarat,Jamnagar,Dengue,10.0,0.8,5,6,2013,22.4732415,70.0552102,0.1257427299,2.0,315.97200000000004,2013-06-05,42.82200000000006
23rd week,Gujarat,Mehsana,Acute Diarrhoeal Disease,27.0,1.8,1,6,2013,23.6015557,72.3867981,0.005066166348,10.2,315.616,2013-06-01,42.46600000000001
23rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,33.0,1.0,3,6,2013,15.2485413,76.8323648,0.2419374413,3.0,306.7,2013-06-03,33.55000000000001
23rd week,Karnataka,Chitradurga,Cholera,17.0,0.6,5,6,2013,14.2266443,76.4005122,0.4445544077,2.0,299.88766668000005,2013-06-05,26.737666680000075
23rd week,Karnataka,Chitradurga,Cholera,33.0,0.6,1,6,2013,14.2266443,76.4005122,0.2656172438,5.2,311.52,2013-06-01,38.370000000000005
23rd week,Karnataka,Mysore,Dengue,21.0,1.0,30,5,2013,12.3051828,76.6553609,0.4131881437,6.0,305.9466666,2013-05-30,32.79666660000004
23rd week,Karnataka,Tumkur,Acute Diarrhoeal Disease,25.0,0.6,6,6,2013,13.3400771,77.1006208,0.4488662932,3.0,302.50933331999994,2013-06-06,29.359333319999962
23rd week,West Bengal,Darjeeling,Acute Diarrhoeal Disease,179.0,0.6,2,6,2013,26.8700325,88.3608759,2.876126342,9.4,302.62,2013-06-02,29.470000000000027
23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,28.0,6.0,30,5,2013,22.9052114,88.3760639,0.3958172922,7.0,306.60386667999995,2013-05-30,33.453866679999976
23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,35.0,1.2,4,6,2013,22.9052114,88.3760639,0.5702977234,16.0,301.1666666,2013-06-04,28.016666600000008
23rd week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,296.0,1.6,4,6,2013,22.3599134,87.41331448,0.6505363101,14.0,302.94,2013-06-04,29.79000000000002
23rd week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,23.0,1.0,5,6,2013,22.5760669,88.42006758,0.3353474664,15.0,300.92,2013-06-05,27.77000000000004
23rd week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,23.0,1.0,6,5,2013,17.166667,77.083333,0.008184313583,3.0,323.99333340000004,2013-05-06,50.84333340000006
23rd week,Karnataka,Mysore,Dengue,36.0,1.0,27,5,2013,12.3051828,76.6553609,0.1184024635,6.0,305.55,2013-05-27,32.400000000000034
23rd week,Karnataka,Shimoga,Chikungunya,22.0,0.6,21,5,2013,13.9326093,75.574978,0.13438809,10.0,306.696,2013-05-21,33.54600000000005
23rd week,Kerala,Alappuzha,Dengue,16.0,0.8,4,4,2013,9.5006651,76.41241429,0.0834816022,21.0,303.8466666,2013-04-04,30.696666600000015
23rd week,Karnataka,Belgaum,Chikungunya,70.0,0.6,30,5,2013,15.8572666,74.5069343,0.2690983977,7.0,311.46,2013-05-30,38.31
24th week,Bihar,Gaya,Acute Diarrhoeal Disease,72.0,1.0,5,6,2013,24.7964355,85.0079563,1.147288305,7.0,308.3,2013-06-05,35.150000000000034
24th week,Bihar,Rohtas,Acute Diarrhoeal Disease,35.0,0.6,6,6,2013,24.6723487,83.92090397,0.06591552661,5.0,315.61,2013-06-06,42.460000000000036
24th week,Karnataka,Gadag,Acute Diarrhoeal Disease,27.0,0.8,10,6,2013,15.4206667,75.6225644,0.6761306948,2.8,311.14,2013-06-10,37.99000000000001
24th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,15.0,1.0,6,6,2013,17.166667,77.083333,0.3336126023,2.0,312.9533334,2013-06-06,39.80333340000004
24th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,25.0,1.0,6,6,2013,17.166667,77.083333,0.3336126023,2.0,312.9533334,2013-06-06,39.80333340000004
24th week,Madhya Pradesh,Bhind,Acute Diarrhoeal Disease,10.0,1.0,14,6,2013,26.5,78.75,0.1453900093,3.0,312.135,2013-06-14,38.985000000000014
24th week,Madhya Pradesh,Mandla,Dengue,195.0,2.0,11,6,2013,22.68536625,80.58150562,0.7003738826,5.0,314.0066666,2013-06-11,40.85666660000004
24th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,19.0,0.8,12,6,2013,23.1156882,77.06623939,0.5326670902,3.0,312.4533334,2013-06-12,39.30333340000004
24th week,Maharashtra,Dhule,Dengue,35.0,1.0,13,6,2013,21.13170235,74.48990147,0.5264219424,3.0,309.2333334,2013-06-13,36.083333400000015
24th week,Uttarakhand,Dehradun,Acute Diarrhoeal Disease,15.0,2.0,12,6,2013,30.3255646,78.0436813,0.623198409,13.0,299.955,2013-06-12,26.805000000000007
24th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,56.0,1.0,10,6,2013,22.9052114,88.3760639,0.3643666519,5.2,302.38,2013-06-10,29.230000000000018
24th week,Assam,Golaghat,Acute Encephalitis Syndrome,38.0,4.0,1,3,2013,26.40490095,94.03209112,0.0006522577008,25.0,300.6166666,2013-03-01,27.466666599999996
24th week,Karnataka,Mysore,Dengue,11.0,1.0,27,5,2013,12.3051828,76.6553609,0.1184024635,6.0,305.55,2013-05-27,32.400000000000034
24th week,Karnataka,Mysore,Dengue,10.0,0.0,4,6,2013,12.3051828,76.6553609,1.64077515,6.0,305.83600000000007,2013-06-04,32.68600000000009
24th week,Odisha,Kendrapara,Acute Diarrhoeal Disease,15.0,2.0,30,5,2013,20.50040085,86.43170623,0.6136865464,4.0,307.59000000000003,2013-05-30,34.440000000000055
24th week,Odisha,Koraput,Acute Diarrhoeal Disease,23.0,0.8,20,5,2013,18.7232023,82.60811828,0.02501081263,15.0,308.556,2013-05-20,35.406000000000006
24th week,Rajasthan,Bundi,Acute Diarrhoeal Disease,80.0,1.0,3,6,2013,25.5,75.833333,0.0009695734422,3.0,319.7033334,2013-06-03,46.55333340000004
24th week,Goa,North Goa,Cholera,97.0,1.0,30,5,2013,15.60444125,74.00172406,0.3475430874,18.0,306.14,2013-05-30,32.99000000000001
24th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,350.0,1.6,4,6,2013,22.3599134,87.41331448,0.6505363101,14.0,302.94,2013-06-04,29.79000000000002
25th week,Gujarat,Gandhinagar,Cholera,17.0,1.2,20,6,2013,23.2232877,72.6492267,0.6426252955,5.0,303.48,2013-06-20,30.33000000000004
25th week,Gujarat,Gandhinagar,Cholera,7.0,1.2,20,6,2013,23.2232877,72.6492267,0.6426252955,5.0,303.48,2013-06-20,30.33000000000004
25th week,Odisha,Balangir,Acute Diarrhoeal Disease,20.0,1.0,19,6,2013,20.74978325,83.44097217,0.4191645776,9.0,308.1,2013-06-19,34.950000000000045
25th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,33.0,1.0,17,6,2013,11.7564329,79.7634644,0.04156357207,10.2,285.48,2013-06-17,12.330000000000041
25th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,57.0,2.0,16,6,2013,23.2495714,87.8681751,0.760807067,10.0,306.06,2013-06-16,32.910000000000025
25th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,30.0,2.2,22,6,2013,22.9052114,88.3760639,0.9763909945,14.0,302.128,2013-06-22,28.97800000000001
25th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,18.0,1.2,16,6,2013,22.9052114,88.3760639,0.8006777179,13.0,300.6733334,2013-06-16,27.523333400000013
25th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29.0,0.8,18,6,2013,22.9052114,88.3760639,0.5230825584,6.0,301.485,2013-06-18,28.335000000000036
25th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,28.0,1.8,14,6,2013,22.06217445,87.83672383,1.013651826,13.0,303.9666666,2013-06-14,30.81666660000002
25th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,83.0,1.4,22,6,2013,22.3599134,87.41331448,0.7142903175,15.0,303.77,2013-06-22,30.620000000000005
25th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,36.0,0.8,20,6,2013,22.5760669,88.42006758,0.4124176147,15.0,301.90000000000003,2013-06-20,28.750000000000057
25th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,51.0,3.0,20,6,2013,29.91235135,78.00871782,2.501123016,20.0,300.28000000000003,2013-06-20,27.130000000000052
25th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,124.0,32.0,6,4,2013,26.1486581,85.34001282,0.001574200667,12.0,308.96,2013-04-06,35.81
25th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,67.0,0.4,8,4,2013,23.0216238,72.5797068,2.62e-05,5.0,316.1,2013-04-08,42.950000000000045
25th week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,103.0,1.4,31,5,2013,33.66980055,75.01480232,0.9050134833,14.0,293.3066666,2013-05-31,20.15666660000005
25th week,Maharashtra,Sangli,Dengue,38.0,1.0,8,6,2013,17.1726928,74.58676543,0.9695302847,5.0,310.43333340000004,2013-06-08,37.28333340000006
25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,12.0,1.4,9,1,2013,19.4129711,85.04710406,0.5089018253120001,20.8,298.04400000000004,2013-01-09,24.894000000000062
25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,12.0,0.6,24,3,2013,19.4129711,85.04710406,1.4350265395800001,14.0,305.0233334,2013-03-24,31.873333400000035
25th week,Tamil Nadu,Theni,Dengue,63.0,1.0,10,6,2013,9.9696643,77.47420049,0.1166061241,7.8,318.31,2013-06-10,45.160000000000025
25th week,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,20.0,1.2,10,6,2013,27.17736635,78.38991198,0.008707761804,10.6,313.995,2013-06-10,40.84500000000003
26th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,48.0,2.0,28,6,2013,14.4752936,78.8216861,0.08256184296,6.0,309.6,2013-06-28,36.450000000000045
26th week,Arunachal Pradesh,East Kameng,Malaria,52.0,0.8,26,6,2013,27.3,93.05,2.720666618,6.0,290.91200000000003,2013-06-26,17.762000000000057
26th week,Delhi,South District,Acute Diarrhoeal Disease,190.0,2.0,23,6,2013,28.59449355,76.90650844,0.03173770702,4.0,307.276,2013-06-23,34.12600000000003
26th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,21.0,0.6,27,6,2013,22.3053263,70.8028377,0.1016335968,4.0,310.035,2013-06-27,36.88500000000005
26th week,Haryana,Gurgaon,Acute Diarrhoeal Disease,20.0,0.6,28,6,2013,28.42826235,77.00270015,0.1193703896,4.0,311.17,2013-06-28,38.02000000000004
26th week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,13.0,0.8,22,6,2013,23.7952809,86.4309638,0.5242693763,15.0,305.676,2013-06-22,32.52600000000001
26th week,Karnataka,Bijapur,Acute Diarrhoeal Disease,13.0,1.0,22,6,2013,16.8269911,75.7175387,0.4375792352,2.0,310.32,2013-06-22,37.170000000000016
26th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,45.0,2.0,23,6,2013,13.3400771,77.1006208,0.6061077223,4.0,305.75,2013-06-23,32.60000000000002
26th week,Karnataka,Koppal,Acute Diarrhoeal Disease,32.0,0.8,23,6,2013,15.3484144,76.1547421,0.1384388139,3.0,305.885,2013-06-23,32.735000000000014
26th week,Karnataka,Kolar,Dengue,42.0,1.4,28,6,2013,13.1367201,78.1337246,0.1006295903,7.0,306.16,2013-06-28,33.01000000000005
